$KEY used	id	name	category	type	attribute	random_spawn	image	fang_item_id	level	hp	attack	defense	exp	thinking_type_id	move_type	sight_type	sight_type_num	skill_on_attack	speed	no_attack_twice	option	skill_prob	skill_option[]	skill_name[]	skill_code[]	skill_option[]	skill_name[]	skill_code[]	skill_option[]	skill_name[]	skill_code[]	soul_name[]	soul_cond[]	soul_code[]	soul_name[]	soul_cond[]	soul_code[]	soul_name[]	soul_cond[]	soul_code[]	promote_id	depromote_id	rare_id	animation_id	show_library	show_hitpoint_gauge	desc	spec	flavor	
〇	186	雪男	ケモノ系	monster		〇	784	186	2	80	22	6	55	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1		(skill_cooldown: 255)	50		パンプアップ	(around(3), SkillWaitFastWater, [nothing()])\n(self(), none, [set_status(10,status:[attack_up,defense_up])])																187			15	○	○	自身を剛力・強靭状態にする(10)		オレノ住処、ヨゴスナ！\nオレ、怒ッタゾ！	
〇	187	ビッグフット	ケモノ系	monster		〇	783	187	3	130	40	13	400	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1		(skill_cooldown: 255)	50		パンプアップ	(around(3), SkillWaitFastWater, [nothing()])\n(self(), none, [set_status(10,status:[attack_up,defense_up])])																188	186		15	○	○	自身を剛力・強靭状態にする(10)		オマエ、良イヤツダッタノカ！\nオレノ毛皮使エ、アッタマルゾ！	
〇	188	フェンリル	ケモノ系	monster		〇	767	188	4	240	100	30	1500	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1		(skill_cooldown: 255)	50		パンプアップ	(around(3), SkillWaitFastWater, [nothing()])\n(self(), none, [set_status(10,status:[attack_up,defense_up])])																	187		15	○	○	自身を剛力・強靭状態にする(10)		オレヲ怒ラセタナ？\n覚悟シロ、野生ノ暴力ヲ見セテヤル！	
〇	189	ひんやりスライム	ひんやり系	monster		〇	2	189	1	15	3	2	3	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						190			1	○	○	特殊能力なし		つるつる、すべすべ！\nさわっていいよ♪	
〇	190	ひんやりメタルボー	ひんやり系	monster		〇	85	190	2	35	8	6	100	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						191	189		1	○	○	特殊能力なし		いじめる？　いじめるの？\nダンジョンに帰りたいよう。	
〇	191	ひんやりキンメタ	ひんやり系	monster		〇	118	191	3	100	25	22	1200	101	walk	normal		(direct_attack(), StrongAttack, [attack(100,attribute:normal_attack, hit_effect:StrongAttackHit)])	1																							190		1	○	○	特殊能力なし		ひかえよ！\n王の御前である！	
〇	192	おめかしダンサー	コスプレ系	monster			488	192	1	70	20	6	120	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	周囲に炎魔法を放つ(30)	コスプレファング用	ふふ、ステキでしょう？\n日の本の伝統衣装なんだって。\n私、とっても嬉しいな！	
〇	193	振り袖サクヤ	コスプレ系	monster			489	193	3	150	60	20	1000	101	walk	normal		(direct_attack(), StrongMagic, [attack(100,attribute:normal_attack, hit_effect:StrongMagicHit)])	1																									15	○	○	鈍足魔法を放つ	コスプレファング用	この格好、ちょっと歩きづらくて……。\nヒック……、すこし酔っています……。\n手を引いてくださいますか？	
〇	194	恋する戦乙女長	コスプレ系	monster			513	194	3	110	60	12	400	101	walk	normal		(direct_attack(), NormalSlash, [attack(100,attribute:normal_attack, hit_effect:NormalSlashHit)])	1																									15	○	○	特殊能力なし	コスプレファング用	す、好きです！このチョコレートを受け取りなさい！受け取ってもいいのよ！受け取ってください！！	
〇	195	チョコゴーレム	コスプレ系	monster			517	195	1	30	7	2	10	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	やられると支援魔導器αに変身する	コスプレファング用	ケイコク！ケイコク！\nミカクニン生体ハンノウ確認\nチカヅクモノハ 排除シマス！	
〇	196	HWヴァンパイア	コスプレ系	monster			620	196	3	110	35	11	300	101	fly	normal		(direct_attack(), StrongMagic, [attack(100,attribute:normal_attack, hit_effect:StrongMagicHit)])	1																									4	○	○	飛行移動\n最大HPを吸収する(10)	コスプレファング用	今日は血をくれなんて言わないさ。\nさあ、私のグラスにもワインを注いでくれたまえ。	
〇	197	桜トレント	コスプレ系	monster			537	197	2	130	42	14	500	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	拘束魔法を放つ	コスプレファング用	齢300年は下るまい。\n私は桜庭園の守護者。\n桜にイタズラする者には罰を与えるぞ。	
〇	198	サンタエルケ	コスプレ系	monster			189	198	3	120	40	13	700	102	walk	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1																									15	○	○	モンスターを召喚する	コスプレファング用	あら、プレゼントが欲しいの？\nいいわ、私があなたの夢を魔力で錬成してあげる！	
〇	199	夏の誘惑九尾	コスプレ系	monster			314	199	4	240	90	30	3000	101	walk	normal		(direct_attack(), ViciousMagic, [attack(100,attribute:normal_attack, hit_effect:ViciousMagicHit)])	1																									15	○	○	睡眠魔法を放つ	コスプレファング用	食って！飲んで！遊ぶが良い！\nせっかくの夏じゃ、お主も思う存分はしゃぐがよいぞ。	
〇	200	小麦色サキュバス	コスプレ系	monster			316	200	2	100	34	12	300	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									4	○	○	飛行移動\nレベルを1下げてくる	コスプレファング用	肌を焼いた私の魅力の虜にしてあげる。ほら、このオイルを全身に塗ってちょーだい♪	
〇	201	セーラーメデューサ	コスプレ系	monster			317	201	1	80	27	8	200	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	石化魔法を放つ	コスプレファング用	ずっと海に着て行きたかったこの服……\n水遊びは……ちょっと……スキ♥	
〇	202	夏休み森巫女	コスプレ系	monster			319	202	1	80	20	8	200	101	walk	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1																									15	○	○	ランダム効果の杖魔法を放つ\n効果はころび 衰弱 かなしばり	コスプレファング用	スイカと聞いたら黙ってられないにゃ！\nすぐ割るにゃ！冷え冷えにゃ！	
〇	203	海人ジャバウォック	コスプレ系	monster			320	203	2	110	23	11	300	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])\n(self(),Stay)\n(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	2回攻撃を放つ	コスプレファング用	……海を見ていると、時折思うのだ。\n俺は何処へ行こうとしているのだろうとな。	
〇	204	魔導戦姫サンタ	コスプレ系	monster			469	204	3	240	110	38	2000	101	fly	normal		(direct_attack(), StrongMagic, [attack(100,attribute:normal_attack, hit_effect:StrongMagicHit)])	2	〇																								4	○	○	倍速移動(攻撃は1回まで)\n最大竜の時を吸収する	コスプレファング用	命令承認……\nサンタ衣装への着替え完了……\nマスター次のご命令を……。	
〇	205	聖夜の女帝カーミラ	コスプレ系	monster			470	205	4	180	95	26	1200	101	walk	normal		(direct_attack(), ViciousMagic, [attack(100,attribute:normal_attack, hit_effect:ViciousMagicHit)])	1																									15	○	○	武器と盾を呪う	コスプレファング用	氷をも溶かす熱い告白に、妾の心もほだされる……。\n……浮気は絶対に許さぬからな！	
〇	206	ときめきセイレーン	コスプレ系	monster			515	206	2	70	15	4	40	101	fly	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1																									4	○	○	飛行移動	コスプレファング用	どお？私だって頑張れば可愛いでしょ？\nねぇねぇ、見直した？ 好きになった？\n三倍返し、期待してるからね♪	
〇	207	夏本番ダンサー	コスプレ系	monster			588	207	2	110	35	12	550	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	周囲に炎魔法を放つ(40)	コスプレファング用	この浜辺の出店の全メニュー、\n今日中に全部食べちゃうんだから！	
〇	208	聖夜のサキュバス	コスプレ系	monster			628	208	4	250	120	40	1800	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									4	○	○	飛行移動\nレベルを3下げてくる	コスプレファング用	美味しいクッキーケーキはいかがです？\n聖なる夜だけの贈り物、きっと貴方にもご満足いただけますわ♪	
〇	209	サンタスキュラ	コスプレ系	monster			629	209	3	240	120	35	3000	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	石化魔法を放つ	コスプレファング用	人生色々あるけど、今の私は幸せ。\n後は素敵な彼氏がいればなぁ。\n完璧なのになぁ。	
〇	210	恋心イフリータ	コスプレ系	monster			652	210	2	120	43	12	700	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	石化魔法を放つ	コスプレファング用	こう見えても愛情は大きい方なの♪\n今日こそは好きって言って欲しいな。	
〇	211	放浪箱娘パンドラ	コスプレ系	monster	no_jet_lag		720	211	3	180	140	26	1500	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									15	○	○	アイテムに化けている	コスプレファング用	わたしに近づいちゃダメ……。\n日焼けのし過ぎで肌がヒリヒリなの、\nちょっとそっとしておいてほしいな。	
〇	212	聖夜のメタトロン	コスプレ系	monster			759	212	3	170	70	22	1500	102	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																									4	○	○	逃げ飛行移動\nモンスターを回復して悪い状態異常を解除	コスプレファング用	空に星は瞬き、大地に雪は輝く。\nその光景に劣らぬ美しき願い達よ、\n母なる我がそれを叶えてあげましょう。	
#	213	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	214	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	215	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	216	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	217	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	218	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	219	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	220	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	221	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	222	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	223	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	224	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	225	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	226	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	227	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	228	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	229	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	230	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	231	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	232	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	233	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	234	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	235	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	236	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	237	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	238	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	239	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	240	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	241	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	242	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	243	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	244	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	245	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	246	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	247	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	248	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	249	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	250	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	251	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	252	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	253	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	254	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	255	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	256	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	257	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	258	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	259	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	260	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	261	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	262	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	263	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	264	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	265	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	266	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	267	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	268	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	269	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	270	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	271	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	272	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	273	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	274	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	275	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	276	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	277	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	278	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	279	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	280	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	281	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	282	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	283	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	284	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	285	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	286	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	287	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	288	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	289	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	290	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	291	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	292	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	293	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	294	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	295	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	296	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	297	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	298	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	299	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
#	300	##未使用	##未使用															(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])																													##未使用		##未使用	
〇	901	ヴァルカン	ボス系	boss	boss_character		576	901	3	800	50	20	5000	101	swim	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			50		溶岩投げ	(around_any(2), SkillWaitFastFIre, [nothing()])\n(self(),EnemySpecial, [nothing()])\n(self(),FloorFlashBig5nef, [nothing()])\n(self(),EnemyAttack, [nothing()])\n(around_any(2, limit:1,target:only_others), ParaboraFire, [attack(amount:50,attribute:fire_attack,hit_effect:HitExplosion)])																			15	○	○	溶岩投げ攻撃を放つ(50)\n溶岩を移動する\n一部の状態異常のターン数が減少または無効		世界征服をする理由？神々を倒す理由？\nほしいから手に入れる、邪魔だから倒す\nそれではいかんのか？	
〇	902	名もなき竜の王	ボス系	boss	boss_character		743	910	3	2000	170	50	30000	103	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1			50		NoMessage	(beam(99), SkillWaitFastLight, [Nothing()])\n(here(), none, [run_lua(script:"D00011.LastBossDialog")])\n(self(),EnemySpecial, [nothing()])\n(beam(99), SkillDraognBreath2, [attack(amount:80,attribute:fire_attack,hit_effect:HitSuperFire)])																			15		○	幅3の炎ブレスを放つ(80)		時は満ちた…数多の星屑は標となりて、\n太古の記憶が汝を真実へと導くだろう…	
〇	903	マーリン	ボス系	boss	boss_character		781	903	3	300	15	4	300	1008	walk	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1		(skill_cooldown: 15, respawn_skill_cooldown: 10, show_cooldown: true)	100		魔導活殺波	(around_any(4), SkillWaitFastDark, [Nothing()])\n(self(),EnemySpecial, [nothing()])\n(self(),SelfMarlinMagic, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(30, target_id:[909,3006,3008]), none, [set_status(8,status:[haste])])		ヘルズゲート	(self(),ElkeSummon, [Nothing()])\n(straight(1),none, [Nothing()])\n(self(board_display: hidden),none, [samon(1,len:0,character_id,909,hit_effect:HitElkeSummon)])																15	○	○	逃げ移動\nディフェンダーを倍速化する魔法を放つ		ほぅ……、良い目をしておるな。\n少し、我が未来見を聞いてゆかぬか？	
〇	904	バビロン	ボス系	boss	boss_character		753	904	3	1000	45	16	1200	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 10)	20		パンプアップ	(around(3), SkillWaitFastLight, [Nothing()])\n(self(),none,[set_status(10,status:[AttackUp])])																			15	○	○	自身を剛力状態にする(10)\n一部の状態異常のターン数が減少または無効		……フン、この地は塔の眠る禁域。\n愚か者どもはそれすら忘れたのか？\nならば、敗北を以って記憶に刻むがよい。	
〇	905	ランプの魔神	ボス系	boss	boss_character		791	905	3	1500	70	30	8000	101	fly	normal		(direct_attack(), ViciousAttack, [attack(100,attribute:normal_attack, hit_effect:ViciousAttackHit)])	1		(skill_available:8,skill_cooldown: 12, respawn_skill_cooldown: 12, show_cooldown: true)	100		召喚魔法	(self(),SkillSummon, [samon(1,character_id,3007)])							鈍足耐性	with_protect(status:[slow],prob:100)											4	○	○	分身を生成する\n一部の状態異常のターン数が減少または無効\n鈍足を完全に無効化する		お前の願いを聞いてやろう。\n叶えてやるかはその後考えよう。	
〇	906	フレイ	ボス系	boss	boss_character		116	906	3	400	20	5	300	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1													雷帝モード	on_damage_over(0,100,opt:repeat)	(self(),StayFrey,[nothing()])\n(here(), none, [run_lua(script:"D00011.FreyDialog")])\n(nway(1, way:85), SkillThunder2, [nothing()])\n(nway(1, way:170), SkillThunder2, [nothing()])\n(self(),SkillEmperorOfThunder, [set_status(10,status:[confuse, attack_up])])										15	○	○	一定ダメージで雷帝モード発動\n一部の状態異常のターン数が減少または無効		ふふ…可愛い子。そんなに怯えなくていいのよ？この鞭と我が寵愛を受ける資格が、あなたにあるか試しましょう。	
